	-1	654	87	69	89	71	70	88	2	2	4	47	0.241667	0.758333
	-1	748	96	90	98	92	91	97	2	2	4	145	0.250285	0.749715
	-1	736	96	54	98	56	55	97	2	2	4	198	0.237943	0.762057
	-1	396	60	78	62	80	79	61	2	2	4	105	0.267426	0.732574
	-1	817	105	36	107	38	37	106	2	2	4	23	0.252141	0.747859
	-1	638	87	21	89	23	22	88	2	2	4	40	0.222001	0.777999
	-1	210	42	42	44	44	43	43	2	2	4	107	0.254055	0.745945
	-1	655	87	72	89	74	73	88	2	2	4	159	0.242751	0.757249
	-1	65	27	42	29	44	43	28	2	2	4	63	0.247701	0.752299
	-1	734	96	48	98	50	49	97	2	2	4	207	0.240552	0.759448
	-1	836	105	93	107	95	94	106	2	2	4	214	0.24868	0.75132
	-1	443	66	45	68	47	46	67	2	2	4	130	0.23835	0.76165
	-1	569	78	75	80	77	76	79	2	2	4	32	0.228834	0.771166
	-1	791	102	45	104	47	46	103	2	2	4	219	0.225558	0.774442
	-1	162	36	72	38	74	73	37	2	2	4	134	0.230677	0.769323
	-1	715	93	78	95	80	79	94	2	2	4	155	0.221701	0.778299
	-1	496	72	30	74	32	31	73	2	2	4	214	0.216776	0.783224
	-1	449	66	63	68	65	64	67	2	2	4	180	0.253658	0.746342
	-1	607	81	102	83	104	103	82	2	2	4	175	0.259519	0.740481
	-1	322	54	30	56	32	31	55	2	2	4	148	0.259505	0.740495
	-1	732	96	42	98	44	43	97	2	2	4	208	0.256207	0.743793
	-1	835	105	90	107	92	91	106	2	2	4	232	0.22505	0.77495
	-1	148	36	30	38	32	31	37	2	2	4	123	0.247479	0.752521
	-1	667	90	21	92	23	22	91	2	2	4	97	0.269196	0.730804
	-1	221	42	75	44	77	76	43	2	2	4	20	0.246315	0.753685
	-1	734	96	48	98	50	49	97	2	2	4	207	0.275674	0.724326
	-1	589	81	48	83	50	49	82	2	2	4	104	0.255829	0.744171
	-1	437	66	27	68	29	28	67	2	2	4	144	0.244734	0.755266
	-1	762	99	45	101	47	46	100	2	2	4	171	0.235239	0.764761
	-1	782	99	105	101	107	106	100	2	2	4	162	0.227614	0.772386
	-1	758	99	33	101	35	34	100	2	2	4	215	0.257598	0.742402
	-1	738	96	60	98	62	61	97	2	2	4	207	0.246977	0.753023
	-1	443	66	45	68	47	46	67	2	2	4	130	0.240095	0.759905
	-1	670	90	30	92	32	31	91	2	2	4	191	0.255979	0.744021
	-1	569	78	75	80	77	76	79	2	2	4	32	0.241283	0.758717
	-1	231	42	105	44	107	106	43	2	2	4	223	0.230063	0.769937
	-1	654	87	69	89	71	70	88	2	2	4	127	0.22459	0.77541
	-1	312	51	87	53	89	88	52	2	2	4	47	0.239744	0.760256
	-1	471	69	42	71	44	43	70	2	2	4	208	0.257201	0.742799
	-1	383	60	39	62	41	40	61	2	2	4	68	0.251465	0.748535
	-1	743	96	75	98	77	76	97	2	2	4	208	0.250021	0.749979
	-1	746	96	84	98	86	85	97	2	2	4	223	0.230311	0.769689
	-1	736	96	54	98	56	55	97	2	2	4	104	0.229689	0.770311
	-1	638	87	21	89	23	22	88	2	2	4	105	0.235248	0.764752
	-1	450	66	66	68	68	67	67	2	2	4	143	0.24454	0.75546
	-1	590	81	51	83	53	52	82	2	2	4	144	0.260317	0.739683
	-1	319	54	21	56	23	22	55	2	2	4	148	0.252545	0.747455
	-1	276	48	66	50	68	67	49	2	2	4	105	0.257301	0.742699
	-1	555	78	33	80	35	34	79	2	2	4	232	0.24555	0.75445
	-1	758	99	33	101	35	34	100	2	2	4	232	0.252784	0.747216
	-1	90	30	30	32	32	31	31	2	2	4	223	0.246215	0.753785
	-1	49	24	81	26	83	82	25	2	2	4	136	0.245422	0.754578
	-1	396	60	78	62	80	79	61	2	2	4	105	0.264894	0.735106
	-1	210	42	42	44	44	43	43	2	2	4	119	0.255787	0.744213
	-1	655	87	72	89	74	73	88	2	2	4	123	0.269966	0.730034
	-1	352	57	33	59	35	34	58	2	2	4	232	0.240007	0.759993
	-1	642	87	33	89	35	34	88	2	2	4	33	0.23968	0.76032
	-1	836	105	93	107	95	94	106	2	2	4	214	0.234529	0.765471
	-1	791	102	45	104	47	46	103	2	2	4	219	0.231674	0.768326
	-1	162	36	72	38	74	73	37	2	2	4	134	0.246032	0.753968
	-1	702	93	39	95	41	40	94	2	2	4	229	0.232028	0.767972
	-1	266	48	36	50	38	37	49	2	2	4	96	0.245339	0.754661
	-1	816	105	33	107	35	34	106	2	2	4	31	0.254485	0.745515
	-1	580	81	21	83	23	22	82	2	2	4	104	0.25866	0.74134
	-1	382	60	36	62	38	37	61	2	2	4	240	0.250119	0.749881
	-1	734	96	48	98	50	49	97	2	2	4	207	0.210717	0.789283
	-1	429	63	90	65	92	91	64	2	2	4	134	0.252774	0.747226
	-1	437	66	27	68	29	28	67	2	2	4	144	0.268815	0.731185
	-1	116	33	21	35	23	22	34	2	2	4	176	0.224184	0.775816
	-1	72	27	63	29	65	64	28	2	2	4	227	0.255126	0.744874
	-1	187	39	60	41	62	61	40	2	2	4	155	0.239468	0.760532
