	-1	487	69	90	71	92	91	70	2	2	4	191	0.244744	0.755256
	-1	762	99	45	101	47	46	100	2	2	4	171	0.252379	0.747621
	-1	817	105	36	107	38	37	106	2	2	4	23	0.246486	0.753514
	-1	752	96	102	98	104	103	97	2	2	4	149	0.245018	0.754982
	-1	17	21	72	23	74	73	22	2	2	4	214	0.269409	0.730591
	-1	671	90	33	92	35	34	91	2	2	4	95	0.261609	0.738391
	-1	396	60	78	62	80	79	61	2	2	4	105	0.221788	0.778212
	-1	635	84	99	86	101	100	85	2	2	4	92	0.245815	0.754185
	-1	732	96	42	98	44	43	97	2	2	4	73	0.236218	0.763782
	-1	818	105	39	107	41	40	106	2	2	4	41	0.238429	0.761571
	-1	581	81	24	83	26	25	82	2	2	4	57	0.250472	0.749528
	-1	470	69	39	71	41	40	70	2	2	4	223	0.262364	0.737636
	-1	148	36	30	38	32	31	37	2	2	4	123	0.246332	0.753668
	-1	450	66	66	68	68	67	67	2	2	4	143	0.251828	0.748172
	-1	654	87	69	89	71	70	88	2	2	4	105	0.244934	0.755066
	-1	736	96	54	98	56	55	97	2	2	4	198	0.259529	0.740471
	-1	721	93	96	95	98	97	94	2	2	4	143	0.221802	0.778198
	-1	210	42	42	44	44	43	43	2	2	4	107	0.205418	0.794582
	-1	836	105	93	107	95	94	106	2	2	4	214	0.256716	0.743284
	-1	351	57	30	59	32	31	58	2	2	4	84	0.224106	0.775894
	-1	459	66	93	68	95	94	67	2	2	4	151	0.250731	0.749269
	-1	760	99	39	101	41	40	100	2	2	4	105	0.26629	0.73371
	-1	791	102	45	104	47	46	103	2	2	4	219	0.247179	0.752821
	-1	569	78	75	80	77	76	79	2	2	4	34	0.213188	0.786812
	-1	443	66	45	68	47	46	67	2	2	4	130	0.2168	0.7832
	-1	164	36	78	38	80	79	37	2	2	4	191	0.232489	0.767511
	-1	396	60	78	62	80	79	61	2	2	4	40	0.242458	0.757542
	-1	116	33	21	35	23	22	34	2	2	4	125	0.226386	0.773614
	-1	816	105	33	107	35	34	106	2	2	4	31	0.213443	0.786557
